id,user,name,desc,steps,post_time
265,35,farmhouse potato cheese soup,"this delicious, hearty soup is so easy to prepare! it's warming and filling, a perfect meal for those cold, winter days! it's all made in one pot, so clean-up is a snap.","place first six ingredients in a large pot , and bring to a boil
cover and simmer for 25 minutes , or until potatoes are tender
remove from heat , and puree the potato mixture with a potato masher
stir in milk and seasonings , and return to heat
add the cheese , and stir until melted
enjoy !",2004-08-25
266,25,easy asian noodle dish,"i can't declare this authentic because i have no idea if it is! but i can say this very easy, pretty darn fast, great for additions and substitutions and tasty!","mix sauce ingredients in medium bowl , set aside
slice chicken thinly and toss in sauce , let marinate 20 minute
while chicken is marinating: boil noodles according to package directions , rinse in cold water , set aside
slice& grate cabbage , green onions and carrots , set aside
finely mince ginger and press garlic in small bowl , set aside
heat 1 tablespoons peanut oil in wok or large frying pan over med-high to high heat , add cabbage mixture and cook until just limp , remove& set aside
heat 2 t peanut oil in pan , add garlic and ginger , cook until garlic is soft and light in color
add meat and sauce , cook until almost done
add cabbage mixture to meat and stir to combine , top with noodles and cover , cook for 2 minutes , remove lid , combine well and serve
you can also add some chili flakes to the sauce for heat",2005-01-31
267,98,banana bread  with cauliflower,"if you are out of cauliflower puree, add one more banana.","preheat the oven to 350f coat a 9x5 inch loaf pan , or 2 mini pans , with cooking spray
in a bowl or a zipper lock bag , mix the flours with the baking soda , baking powder , salt , and cinnamon , if using
set aside
in a large mixing bowl , mix the sugar and oil with a wooden spoon until well combined
mix in the egg whites , banana and cauliflower purees , and vanilla
add the flour mixture and mix just until combined
pour the batter into the loaf pan
bake until a toothpick inserted into the center comes out clean , 55 to 60 minutes for the larger loaf , 25 to 30 minutes for the mini loaves
let cool on a rack for 5 minutes , then turn the bread out of the pan to cool before serving",2008-09-04
268,1,italian bubble pizza,"this pizza is unusual because it doesn't taste like the pizza you would normally eat. it has no crust. the biscuit pieces take the place of the pizza dough. it is very good, though, and easy to make.","preheat oven to 375f
brown ground beef in large skillet or pan over medium heat until thoroughly cooked , stirring frequently
drain and add pizza or spaghetti sauce
bring to a boil
reduce heat to low and simmer for 3 minutes
remove from heat
separate dough from biscuits into 8 biscuits
cut each biscuit into 8 pieces
add to ground beef mixture
stir gently
spoon mixture into ungreased 13x9-in
pan
bake 18-23 minutes , or until sauce is bubbly and biscuits are golden brown
remove from oven
sprinkle with cheese
return to oven
bake until cheese is bubbly
cut into 8 squares",2008-02-03
269,149,iced coffee,from taste of home,"in a large bowl , dissolve coffee in water
add sweetener if desired
stir in the milk , chocolate syrup and vanilla
mix well
serve over ice",2011-05-10
270,121,twisted snowballs,"a new twist on the traditional snowball cookies aka butter balls, walnut balls, pecan puffs, etc.","heat the oven to 400f
cream together the butter and 1 / 2 cup of confectioners' sugar
add the flour , salt , zest , and nuts , stirring until a dough forms
shape the dough into 1-inch balls and place them 1 inch apart on an ungreased cookie sheet
bake on center oven rack for 10 minutes
while still warm , roll each snowball in confectioners' sugar and transfer to wire rack
re-roll once snowballs have cooled completely",2007-12-19
271,172,ro tel meatloaf,"spicy!! i have made this recipe with ground chicken, turkey and meat loaf mixture and it has been delicious with all and any of them. i usually substitute dried minced onion for fresh because i hate the taste and i hate chopping onions!!!!","preheat oven to 375 degrees
mix all ingredients well in a large bowl
pack into an ungreased 8 1 / 2 by 4 1 / 2 by 2 1 / 2 inch loaf pan
bake for 1 hour
drain off all extra pan juices
let sit for 5 minutes then serve
i like to serve this with steamed tortillas , brown rice and a green salad",2004-08-02
272,196,taco mac and cheese,"quick, tasty and kid pleasing. i also put half a can of fire roast tomatoes in this recipe.","in a large skillet , cook beef and taco seasoning mix over medium high heat stirring often , until beef is browned and crumbly
drain well
stir in diced tomatoes and chiles , and keep warm
cook macaroni noodles according to box directions
drain well
return to pan
stir in cheese packets and beef mixture
serve immediately",2009-10-29
273,124,individual mini cheesecakes,"i thought this sounded like an interesting dessert idea for small families. for baking this recipe uses 8 ounce clean cans, which is an interesting way to re-cycle cans and is a great idea for earth day. this is a high altitude recipe - adjustments need to be made cooking at sea level in the oven temp and cooking time.  overnight cooling time is not included in times. recipe source: local newspaper","place a fine sieve over a small saucepan and press the thawed raspberries and juices through it , extracting as much liquid as possible
stir in sugar
bring mixture to a boil over medium high heat , stirring constantly until sugar dissolves
boil liquid , stirring constantly , until mixture is reduced to 3 tablespoons
remove from heat and set aside , cooling completely
preheat oven to 325-degrees f
grease inside of cans with butter
place cans on parchment paper , tracing circles to fit inside cans
line bottom of cans with paper circles
place cans on cookie sheet and set aside
place the crushed cookies and sugar in a small bowl and mix with a fork
add melted butter to crumbs and stir with fork unil crumbs are moistened
spoon crumb mixture into cans , dividing evenly among the three cans , pressing down with fingers
bake for 10 minutes
remove from oven but keep oven on
place cream cheese and sugar in mixing bowl and beat with electic mixer on medium speed for 45 seconds or until mixture is creamy
add egg , yolk and water , reduce mixer speed to low and beat until combined
beat in the prepared raspberry reduction , cream and vanilla until blended
spoon batter into cans , dividing evenly among the three cans
return to oven and bake until set
remove from oven and transfer cheese cakes to cooling rack
cool completley in cans
cover and refrigerate 6 hours or overnight to cool completely
the next day- pour cream into saucepan and bring to a boil over medium high heat
remove from heat and add chocolate , swirling to incorrporate chocolate into cream
let stand one minute
stir with a whisk until chocolate is completely melted and mixture is smooth
use immediately
to serve - run a knife around the insides of the cans to loosen cheesecakes
turn cakes out and remove paper circles , placing cakes upright on cooling rack
spoon chocolate sauce over cheesecakes , using a spatula or knife to smooth it over top and sides of cakes
arrange a few raspberries on each cake , if desired
refrigerate until firm
transfer cakes to individual dessert plates",2005-04-17
274,130,creamy green beans and potatoes,"a recipe i really liked based on one from joanna lund's cooking healthy with splenda. so, you can substitute splenda back in if you so desire. joanna's hint: ""thaw green beans by placing in a colander and rinsing under hot water for 1 minute.""","in a medium saucepan , combine green beans , potatoes , and water
bring mixture to a boil
continue cooking for 10 minutes or until beans and potatoes are tender
drain well
in a covered jar , combine evaporated milk , flour , and sugar
shake well to blend
pour milk mixture into same saucepan
stir in parsley flakes and lemon pepper
cook over medium heat until mixture thickens , stirring often
add drained green beans and potato mixture
mix well to combine
continue cooking for 5 minutes or until mixture is heated through , stirring often",2007-11-21
275,65,apricot brandy sour,"made for my bf who likes tall drinks, not too sweet and this one was perfect.  in the original recipe it was optional to use triple sec, but i used it.  http://www.drinksmixer.com/drink902.html","in a shaker , pour apricot brandy , lemon juice and triple sec
fill in with orange juice and add ice cubes
shake
pour in a highball glass
optional: add 1 teaspoon grenadine",2007-07-09
276,174,hot and spicy zucchini pickles,from b&g canning am. prep time includes 3 hour sook .,"in large bowl layer 1 / 3 zucchini , 1 / 3 ice , 1 / 3 salt
repeat layering two more times
weight down with heavy plate
allow to sit at room temperature for 3 hours
remove any of the remaining ice , and drain zucchini in colander
in large pot combine vinegar , water , sugar and crushed red pepper
bring to a boil over medium heat
boil for 1 minute
reduce heat to low to keep warm
to each hot sterlized pint jars add one red chilie pepper , one green chilie pepper , one bay leaf , 1 teaspoon black peppercorns , and 1 / 2 teaspoon mustard seed
pack zucchini into jars leaving 1 / 2 headspace
pot hot vinegar mixture into jars , leaving 1 / 2"" headspace
remove any bubbles
wipe rims and add lids
process in water bath for 10 minute , start timing once water is boiling",2012-07-24
277,159,weirdo salad,"my husband stares at me funny when i make this--i ate it by the pailful when i was pregnant, and it leaves room for variation.","just mix all the ingredients , and serve !
you can adjust the ingredients , as needed , but the cheerios really make a difference !",2006-01-02
278,134,quick   easy peach cobbler,"everyone thinks i make this from scratch. no kidding, it's that good!","preheat oven to 350
break pie into big chunks& put in a buttered deep dish pie plate or baking dish
combine cinnamon& sugar and sprinkle over chunks
dot with butter
bake 1 hour or until golden brown
serve warm with ice cream",2004-02-13
279,199,noble house black vinegar pork,"this is a healthier variation of the chinese-american sweet and sour pork without the orange dye, msg and high-fructose corn syrup of the restaurant version.","in a bowl , combine pork , 1 tablespoon of shaoxing wine , the soy sauce and ginger juice
allow it to marinate for 1 hour
when done marinating , add 1 inch oil to a heavy bottomed pot and preheat the oil to 340 degrees f
prepare a wire rack by lining it with several layers of paper towels
put the potato starch in a small bowl , and roll each piece of pork in it to give each piece an even coating of starch
fry the pork in batches until lightly browned and cooked though
transfer the fried pork to the paper towel lined rack
in a saute pan , add the remaining shaoxing wine along with the black vinegar , rice vinegar , soy sauce and sugar
turn the burner on to high heat and bring the mixture to a boil
add the cooked pork to the black vinegar sauce and continue boiling until the sauce is very thick and syrupy and coats each piece of pork , rather than the pan
serve with steamed rice",2013-03-09
280,57,rye w dried cranberries and toasted pecans  a b m dough cycle,"best mixed in the abm on the dough cycle only, and baked in your oven.   dried cranberries and toasted pecans in rye bread -- lightly flavored with ground cinnamon and orange oil, or leave them out if you prefer! -- the bread smelled heavenly while baking in my oven!  delicious toasted with cream cheese -- makes great french toast, or equally good for turkey sandwiches!  ---- note:  my bread machine does not have an ""add beep"" so i rough grind the pecans and cranberries in a mini-chopper, so all ingredients can be added to the bread machine all at once!","put the first five ingredients into bread machine pan
mix the next nine ingredients together in a large bowl
spoon combined dry ingredients , onto top of water , into bread machine pan
place bread machine yeast on top of dry ingredients , in one corner of bread machine
place salt in opposite corner of bread machine , on top of dry ingredients
select dough cycle if baking in your oven ~ or select whole wheat cycle and light crust , if baking in the machine
check dough after machine has mixed for about 8-10 minutes to see if the dough looks too wet or too dry ~ add water or flour by teaspoons until the dough is the right consistency
for baking in the oven: dump out dough onto a mat / surface sprayed with cooking spray
flatten the dough into about a 16"" x 12"" rectangle ~ fold dough to fit pan length , pinching seams together , and roll tightly into loaf shape ~ spray pyrex with cooking spray ~ fit dough into pan and slash dough 3-4 times
cover dough with plastic wrap and let shaped dough rise again till about 1 1 / 2"" above top of pan ~ may take an hour or more to rise ~ please allow adequate time to rise properly or your bread will be dense !
preheat oven to 350f for pyrex ~ 375f for metal
bake for 20 minutes ~ tent loaf with foil and bake an additional 20-25 minutes
for a soft crust , brush hot loaf surface all over with 2 tablespoons melted butter",2009-08-04
281,95,melomeal s chocolate sauce,"copying without modification, as my wife and her family loved it.  i'm going to experiment with an artificial but natural sweetener, such as agave, stevia or honey.  see melomeals.blogspot.com for more wonderful ideas; this one came from her chunky monkey mug cake.","melt everything together in the microwave for 60 seconds
whisk well
cool in freezer",2013-05-13
282,48,shrimp with asian barbecue sauce,from msn for safe keeping. this looks so tasty.  you will need 4 wooden skewers for this.,"lightly grease grill rack
prepare outdoor grill for direct grilling over medium heat
thread shrimp on skewers
in small bowl , stir hoisin sauce , ketchup , ginger , five-spice powder , and 1 tablespoon vinegar to make asian barbecue sauce
remove 1 / 4 cup barbecue sauce to ramekin
stir in water and remaining 1 tablespoon vinegar and reserve to use as dipping sauce
brush shrimp with some barbecue sauce from bowl
place shrimp on hot grill rack and cook 2 minutes
brush with some sauce
turn and brush with remaining sauce and grill 1 to 2 minutes longer or until shrimp turn opaque throughout
serve shrimp on skewers over romaine with reserved dipping sauce",2009-06-20
283,130,lizano style salsa,"i found this recipe on the web while researching an article for costa rician foods.  aparently this stuff is addictive.  if you try it please feel free to compare to the store bought stuff & what you would add/change.
no name was attached to the original recipe.","remove stems from the chiles
slice the chiles in half lengthwise
remove the seeds and fibrous connective material attaching the seeds to the chiles
pre-heat a 6-8-inch cast iron or heavy stainless steel skillet over medium heat
when hot lay the chile pieces in the pan and toast , turning after about 2 minutes
add the water and lower the heat to bring the water to a simmer
simmer for five minutes
remove the chile pieces from the pan and place in blender
measure out 1 cup of the chile-infused water and add to the blender
add the remaining ingredients
blend until smooth
taste for seasoning
pour into a sterile jar and seal
keeps for 2 weeks in the fridge or you can freeze in a container or ice cube tray",2012-12-22
284,81,champagne lemonade,yummm!,"put sugar and 1 cup water into a small saucepan and brin to a boil
cook for 1 minute until sugar has dissolved
turn off heat and allow sugar syrup to cool
in a pitcher , combine cooled syrup with lemon juice and remaining 2 cups of water and mix well
fill a champagne flute halfway with the lemonade and top with champagne
garnish with a lemon slice",2005-12-21
285,56,low fat mocha frappe,i love coffee.  this is a very low-fat mocha frappe that is very easy to make as well 8),"combine dry ingredients in blender
add milk & ice cubes
blend until ice is slushy
enjoy with a straw",2002-07-30
286,50,tomato cream chicken,"this is one of my very favorite ""company"" dishes. it's worth making for the sauce alone! i got it from paul prudhomme a long time ago (one of his books, not him personally!) and tweaked it slightly. don't let the long list of ingredients intimidate you - it's really simple to do, but plan on beginning at least 2 hours before you want to serve. serve with long grain rice, and some biscuits or good french bread. the flavors are so bold, a nice fruity red wine would be perfect accompaniment.","combine the first group of ingredients through the 1 / 4 cup chicken stock in a blender and puree until smooth , about 1 minute
it should look like thin guacamole
transfer to a large non-stick skillet , stir in the lemon grass , and cook over low heat , stirring frequently , until the liquid evaporates and the mixture forms a thick paste , about 10-15 minutes
combine the second set of ingredients in a small bowl
sprinkle the chicken evenly with half of the seasoning mix and rub it in well
heat the oil in a heavy 5-quart stockpot over high heat just until the oil begins to smoke , about 4 minutes
brown the seasoned chicken in batches about 2 to 3 minutes per side
remove the chicken and set aside
add the onions to the pot and cook , stirring frequently , until they reach a brown , sweet , caramelized state , about 5 to 7 minutes
add 1 tablespoon of the seasoning mix and stir constantly for 30 seconds , then add the tomatoes , seasoning paste , and remaining seasoning mix
cook for 5 minutes , then whisk in the heavy cream and stock
return the chicken and the accumulated juices to the pot , bring just to a boil , reduce the heat to low , and simmer , stirring occasionally , until the chicken is done , about 8 minutes
remove the lemon grass before serving",2002-05-07
287,84,yellow cake batter ice cream,i created this recipe because it is the number choice for my kids at the local ice cream shop!  it's closed all winter so this is a good way to get us through til the summer!,"whisk all ingredients together until smooth
pour into a chilled ice cream maker
let it run about 30 - 35 minutes until thick and creamy
afterwards , i transfer it to another container and freeze it for a couple of hours to get a firmer consistency
enjoy !",2008-04-01
288,168,mexican chicken dip,"sometimes, long after the kids are in bed, i halve this recipe for hubby and myself, and we dip and eat in front of the tv. it's a great way to have dinner every so often.","preheat oven to 350f
butter 13 x 9 inch baking dish
heat oil in medium skillet over medium heat
add onion , garlic , cumin and cayenne pepper and saute until onion is translucent , about 6 minutes
add bell pepper and jalapenos and saute until soft , about 4 minutes
transfer to bowl using slotted spoon
add chicken to skillet and cook until opaque , stirring occasionally , about 6 minutes
add onion mixture to chicken and stir to combine well
transfer to prepared baking dish
pour salsa over
top with cheeses
cover and bake until cheese melts , about 10 minutes
dollop with sour cream , sprinkle with green onion and serve immediately",2003-05-17
289,192,make ahead brandied cranberry sauce,this is a tasty variation for your thanksgiving and christmas meal. it makes a nice hostess gift as well.,"bring the orange zest and water to a boil , then simmer for 15 minutes
drain , reserving the zest and 1 / 3 cup water
return to pot , add sugar , orange and lemon juice
bring to a boil , them stir and simmer 5 min's
add cranberries , increase heat , and boil 10 min's or until cranberries have popped
remove from heat , add brandy
pour into jars , refrigerate up to 2 weeks
give as hostess gift with ribbons and recipe attached",2004-11-26
290,19,cranberry hootycreek cookies,"these cookies are pretty easy to fix, and they are highly addictive. they started out as a gift jar recipe that i've adapted to skip the jar part. they have dried cranberries, white chocolate, nuts...what's not to like!","combine flour , baking soda and salt
cream butter , then add sugars , eggs & vanilla
mix in flour mixture & oats , then cranberries , chips & nuts
drop by spoonfuls on greased cookie sheet
bake at 350 for 8-10 min
makes 3 doz
cookies",2003-12-02
291,130,my no fat balsamic dressing,"i always have this in the fridge, i love it on just mixed greens.","combine the ingredients
adjust vinegar to taste , since it has a strong flavor
store in a covered container in the refrigerator",2002-07-15
292,83,pumpkin enchiladas,"from hungry girl:
this wacky-sounding recipe was born after we accidentally used leftover pumpkin in place of refried beans. but it tasted fantastic, so we perfected it, and now we're passing it on!","preheat oven to 400 degrees
bring a pan sprayed with nonstick spray to medium heat on the stove
add onion and , stirring occasionally , cook until it begins to brown , about 2 minutes
transfer to a medium bowl
add pumpkin , taco sauce , and taco seasoning to the bowl
mix well
if you like , season to taste with salt and pepper
set aside
spray a small baking dish with nonstick spray and set aside
warm tortillas slightly in the microwave
lay tortillas flat on a clean , dry surface
spread 2 tablespoons enchilada sauce onto each one
place a half-slice of cheese in the center of each tortilla
evenly distribute the pumpkin mixture between the centers of the tortillas
wrap tortillas up tightly and place them in the baking dish with the seam sides down
cover with remaining 1 / 2 cup enchilada sauce
bake in the oven for about 8 minutes , until enchiladas are hot
carefully remove dish from the oven , and sprinkle enchiladas with shredded cheese
return to the oven and bake for another 5 minutes , or until the cheese has melted
plate those babies and , if you like , top with sour cream and / or scallions
enjoy !",2010-11-15
293,125,stove top bourbon chicken,"this solo recipe is very similar to the mall food court offerings. cooking the chicken breast whole and then dicing will keep the meat moist, and the chef can check to be sure it is done before committing the rest of the ingredients. when adding the spices, just remember that cooking is a creative sport.","in a small bowl , add the bourbon to the cornstarch and stir until the cornstarch has dissolved
add the rest of the ingredients except the chicken and oil , and stir again until the sugar has dissolved
then set the sauce aside
coat both sides of the thawed chicken breast with the olive oil and fry for 4 minutes on each side , or until the internal temperature reaches 165f remove the chicken and cut into bite size pieces
put the chicken back into the pan , along with the sauce and simmer over low heat until the sauce starts to bubble
serve with rice or noodles",2006-01-02
294,172,flu fighting mustard green and sweet potato soup,"another medicinal chinese soup from grace young's the wisdom of the chinese kitchen.it is naturally high in vitamin c and is used to fight colds and the flu.the sweet potatoes start to dissolve in the broth and sweeten it ;otherwise this is a really bland soup,though i find it's simplicity a bit refreshing if you are already sick.for medicinal purposes the tradition is that the soup be cooked a full 3 hours.it actually tastes better if you only cook it for about 1 hour though.you could add small bits of pork and a touch of salt to make it more flavourful.","wash the mustard greens very thoroughly in several changes of water
when you think they are clean , wash them again !
cut the greens into 1'' peices
peel and cut the sweet potato into large chunks
bring all ingredients to a boil , reduce the heat to low and simmer , covered , for 3 hours
serve hot",2012-10-21
295,187,bakesale betty s fried chicken sandwich,from one of my favorite restaurants in oakland. grabbed this recipe from muffintop's blog when i got a hankering. also made this sandwich using fried tilapia. still good but i found that all i really wanted to eat was the coleslaw filling. hope you have an appetite cause this is one huge sandwich.,"season chicken breasts with kosher salt
let sit at least 5 minutes
fill a wide , shallow nonreactive bowl or casserole dish with buttermilk
add the chicken and soak in the refrigerator for 1 hour up to overnight
for the vinaigrette: combine mustard , vinegar and salt in a bowl
slowly whisk in olive oil until well blended
for the coleslaw: macerate onions in the cup of red wine vinegar , and let sit at least 20 minutes
remove onions and discard vinegar
toss onions with jalapeno , parsley , cabbage and salt
toss with vinaigrette until evenly coated
to fry chicken: pour vegetable oil into a large stockpot
do not fill up more than halfway , or the oil could splatter
bring oil up to 365 , using a digital thermometer / candy thermometer to monitor the heat
prepare the the breading while waiting for oil to heat up
in a wide shallow bowl , mix flour , cayenne , salt and pepper
pull a chicken breast out of the buttermilk one by one , letting excess drip off , and dredge completely in flour
to create a thick crust , place in buttermilk and dredge in flour a second time
do not drain or shake off excess buttermilk or flour during the breading process
when the oil is at 365 , carefully place chicken pieces into oil one by one
let it cook for a minute before disturbing chicken , then help it swim in the oil with tongs , until it is evenly cooked , about 5-7 minutes
remove chicken from oil and drain on paper towels
season immediately with salt
for the sandwich: place fried chicken breast on bottom of torpedo roll and top generously with coleslaw
per serving: 995 calories , 52 g protein , 63 g carbohydrate , 58 g fat , 95 mg cholesterol , 1 , 497 mg sodium , 6 g fiber",2008-02-22
296,199,fish pie with sweet potato topping,another no fuss recipe from jo pratt & uktv food. easy make & delicious!,"preheat oven to 180 / gas 4
melt butter in large pan
add onion
saut
stir in flour & cook for about 30 secs before gradually adding milk
bring to a simmer & cook for a couple of minutes until you have a smooth thick sauce
stir in the white fish , prawns , smoked salmon
scallops , dill / parsley lemon zest & juice
add salt & pepper at this stage if needed
once the sauce is bubbling & the cod is starting to flake a little , remove from the heat
spoon into a large 1
5 - 1
8 ltr pie dish or 4 individual dishes
leave to cool whilst preparing the topping
topping:
coarsely grate the sweet potato
place in a clean tea towel & squeeze out the excess water
melt the butter in a pan & add the potato
stir over a medium heat for a couple of minutes until the potato is coated in butter & starting to soften
scatter the potato over the top of the pie , leaving a rough topping rather than pressing it down
sprinkle over the grated cheese
place on a baking tray and bake for 30 mins until the top is golden and the filling is starting to bubble over the edges
serve with garlic bread & salad of choice",2007-06-12
297,148,summer harvest chicken,"this is called summer harvest chicken because california grows the chicken, prunes, apricots and olives, where the recipe come from. mix them all together and enjoy. prep time does not include chill time.","place chicken in large bowl with garlic , olives , apricots , dried plums , capers , vinegar , oil , bay leaves , and oregano
cover
chill overnight , stirring once
arrange chicken in glass baking pan
spoon marinade over top
pour wine over top
sprinkle with sugar , salt and pepper
bake , at 400 degrees for 30 to 35 minutes until done
using slotted spoon transfer chicken , apricots , prunes , and olives to serving platter
spoon several tablespoons of sauce over top
sprinkle with parsley",2003-05-05
298,141,kick n chunky chicken tortilla soup,a spicy chicken tortilla soup that warms your belly and makes your tastebuds dance! this recipe makes a lot so you can freeze half and reheat for another night.,"fillet chicken breasts in half and bake at 400 degrees for 20 minute while chicken is cooking , proceed with steps 2-6
mix all spices & seasonings with flour and cornstarch in small bowl and set aside
in a large pot sautee onions , celery , carrots and garlic in oil until tender
add vegetable broth to the pot
stir in corn , black beans and can of rotel tomatoes and green chiles
add seasoning mixture and stir on medium high heat
when chicken is done , cut into large chunks and add to the pot
add 2 cans of cream of chicken soup to pot and mix well
continue stirring soup on medium high heat about 20 minutes
when soup is done , place a handful of tortilla chips into soup bowls
sprinkle cheese over the tortilla chips then spoon heaping ladle of soup over the tortilla chips
top off with a dollop of sour cream and enjoy !",2015-01-08
299,166,apple annie s tea room  appetizer dip,"you will love this!
apple annie's is a wonderful little tearoom in san antonio. they make a lot of great tasting dish's. i am listing 2 of the favorites that were posted in the newspaper. enjoy!","to cream cheese add scallions , peppers , pineapple , pecans and seasoned salt to bowl of mixer
mix to smooth consistency
serve with your favorite crackers or assortment
store in refrigerator",2007-08-29
300,156,posole  vegetarian,"this is a hearty main course soup. it's easy to stretch with more broth and/or veggies. it's so simple, quick and flavorful. even my three-year-old grandson likes it!","add several tablespoons of powdered broth to boiling water
stir until dissolved
add textured vegetable protein chunks
cover and remove from heat
let the chunks absorb the liquid while you prepare the rest of the soup
in a large soup pot , saute onion until soft
add garlic and continue sauteing until fragrance is released
add chili powder to sauteed vegetables and mix well
add 6 cups of water and bring to a boil
stir in chilies , hominy and tomatoes
add textured vegetable protein chunks and additional broth powder to taste
simmer for 10-20 minutes to blend flavors
add fresh cilantro to bowl
add a squirt of lime juice to taste
serve with corn chips or tortilla chips",2003-08-20
301,76,red lentil soup,,"rinse lentils and rice and pick out any grit
in a large saucepan , heat oil
cook onion about 1 minute
add vegetable stock and bring to a boil
add lentils and rice
simmer 20 minutes
add cumin , olive oil , salt and pepper to taste",2003-03-09
302,163,classic smoked salmon appetizer,originally from the alaskaseafood.org website.,"beat together until smooth cream cheese , milk , lemon juice , dill weed , and bottled hot pepper sauce
arranged smoked salmon , small bowl of herbed cream cheese and bread on medium-sized serving platter
garnish with red onion , capers , lemon slices and dill",2007-05-04
303,143,layered southwestern salad,"this wonderful recipe is from the american heart association.  it's great as a side dish but i think it would also work as a vegetarian meal..........lots of beans, corn , mushrooms and cheese mixed with lettuce.  i love these layered, make ahead salads!","in a large , shallow glass bowl or baking dish layer chopped lettuce
then layer in order , kidney beans , black beans , mushrooms , corn and re onion
in medium-sized bowl combine sour cream , parsley , white wine vinegar , salt and pepper
spread on top of salad
top with cheddar cheese
cover and refrigerate 1 to 24 hours",2010-11-08
304,122,key lime and coconut cookies,,"preheat oven to 350 degrees
grease 2 baking sheets
combine the condensed milk , key lime juice , and flour in a medium bowl
stir in the grated coconut and then the sugar
if using sweetened coconut , taste the mixture before adding the sugar
add the sugar only if you think it is necessary
the cookie should have a tangy flavor from the key lime juice
drop teaspoons of the mixture onto a baking sheet , leaving 2 inches between between each cookie
they will spread while baking
bake for 25 minutes until they just start to turn golden
remove from the pan to a rack to cool
store in an airtight container",2002-11-14
305,98,shroom spread,easy and delicious spread that is gobbled up in no time!  thick and hearty to satisfy those gameday appetites!  better make a double batch!,"preheat oven to 350
melt butter in large skillet
add mushrooms and onion and saute
drain excess moisture
stir in cheese and bacon
transfer mixture to a lightly greased 8 in square baking dish and bake 20 minutes
serve with bagel chips or any heavy cracker or bread",2010-08-19
306,81,3rd world mocha,"chocolate coffee with a kick,","mix all ingredients
serve hot in a coffee mug",2008-01-22
307,73,oven hot dogs,i loved recipe #432038 so much that it landed in my best of 2010 cookbook...so good with its crispy bun. this kicks it up a notch and is a great budget meal with easy clean up.  multiply to serve a crowd.,"place a piece of foil on the bottom of a 13 x 9"" baking pan
line inside of hot dog buns with mayonnaise and sweet relish
evenly add mustard
fill with hot dogs , placing each side-by-side in the baking pan
top hot dogs with chili , cheese and diced onion
cover with aluminum foil and bake at 350 degrees fahrenheit for 45 minutes
carefully remove from the pan with a spatula",2011-12-20
308,88,old fashion rice pudding,"comfort food for a cold winter evening.
i gave my rice pudding a boost by making it brulee with my torch.","combine rice and water in medium saucepan
bring to a boil
reduce heat , cover and simmer 25 minutes or until the rice is very tender and most of the water is absorbed
combine sugar , cornstarch and salt
add milk and sugar mixture to rice
heat to boiling
boil 1 minute , stirring constantly
remove from heat
stir in butter and vanilla
slowly stir in about 1 cup of the hot rice mixture into beaten egg yolks
immediately pour back into saucepan
add raisins and nutmeg
cook over medium heat stirring frequently just until mixture starts to bubble
remove from heat
cover and let sit on countertop for 1 hour before serving",2002-12-07
309,143,honey roasted squash rings,"how sweet it is!!! the original recipe in a community cookbook specifies 400f and i haven't had any problems - but i need a new stove; however, i've decreased the temperature to 350f based on the comments & suggestions from zaar chefs.","whisk first 5 ingredients together in a large bowl
halve each squash crosswise , peel & scoop out seeds
cut into 1 inch thick rings & toss in honey mixture until well coated
at this point , you can cover & refrigerate for up to 6 hours
arrange squash rings on a greased , foil lined , rimmed baking sheet & drizzle with honey mixture
bake in preheated 350f oven , turning once & basting with liquid , until tender & golden- about 30 to 40 minutes",2003-10-06
310,72,apple turkey picadillo,from eating well.  makes 2 servings.,"heat oil in a large skillet over medium heat
add onion and garlic
cook until soft , stirring often , about 2 minutes
add turkey
cook , stirring and breaking up , until lightly browned , 4 to 6 minutes
stir in cumin , oregano , salt , pepper and cloves
cook for 30 seconds
stir in vinegar , scraping up any browned bits
stir in apple , tomato , olives and worcestershire sauce
reduce heat and gently simmer , stirring often , until any liquid in the pan has reduced to a syrupy glaze , about 8 minutes
stir in scallion greens and serve",2007-10-02
311,195,ww texas steak with bbq sauce   6 points,"this is out of the july/august 2008 weight watchers magazine. sounds great and planning to make it during a rv trip. says to use 3/4 inch thick steaks. boneless top sirloin steaks, also are known as new york strip steaks, they are lean yet super tender.","combine 2 tsp of the brown sugar , the chili powder , cumin , pepper , and salt in a small bowl
spray a small saucepan with nonstick spray and heat over medium-low
add the onion and cook , stirring frequently , until softened , about 4 minutes
add 1 tbls of the spice mixture , the remaining 1 tsp of brown sugar , the ketchup , water , steak sauce , and worcestershire sauce
bring to a boil
reduce the heat and cook , covered , stirring occasionally , until the flavors are blended , 10 minutes
set aside and keep warm
spray the grill rack with nonstick spray and heat the grill to medium high or prepare a medium-hot fire
rub the steaks with the remaining spice mixture
place on the grill rack and grill until an instant read-thermometer inserted into the side of each steak registers 130 degrees , 3-4 minutes on each side
transfer to a platter , cover loosely with foil , and let stand 5 minutes
serve with the sauce",2008-06-23
312,25,simple potato salad,"this recipe was inspired by the one i learned from a video game, lol! but it is so simply delicious. it is quick and easy to put together with few ingredients. enjoy!","cook potatoes however you please
cook carrots however you please until slightly tender
place cooked cubed potatoes , cooked diced carrots , and diced cucumber in a bowl
add mayonnaise , salt , black pepper , and lemon juice and stir until well incorporated
chill , covered in refrigerator for at least 1 hour",2010-05-18
